Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
13022,NJ,Electric School Bus Program,"The New Jersey Department of Environmental Protection (DEP) must
implement an Electric School Bus program to determine the reliability
and cost effectiveness of replacing diesel-powered school buses with
electric school buses. Over a three-year period, DEP must select 18
school districts and school bus contractors that operate in the
northern, central, and southern regions of New Jersey to participate.

Each year, DEP must award grants to the eligible participants for the
purchase or lease of electric school buses and associated charging
infrastructure. At least half of program participants and grant funding
must be located in a low-income, urban, or environmental justice
communities.

(Reference [Assembly Bill 1282, 2022](https://www.njleg.state.nj.us/))",2022-08-04 00:00:00 UTC,,FALSE,90,Laws and Regulations,,2022-08-12 00:26:41 UTC,,,,,ELEC,,REQ,GOV|OTHER,https://www.njleg.state.nj.us/
13023,NC,Multifamily Electric Vehicle (EV) Charging Station Pilot Program - Duke Energy,"Duke Energy offers free EV charging station equipment, installation,
maintenance, warranty, and network connection services to residents of
multifamily dwellings through the Park & Plug Program. Participation is
limited and available on a first-come, first-served basis. For more
information, see the Duke Energy [Multifamily Location EV
Charging](https://www.duke-energy.com/business/products/park-and-plug/multi-unit-dwelling-chargers)
website.
",,,FALSE,28,Utility/Private Incentives,,2022-08-12 00:29:21 UTC,,,,,ELEC|PHEV,OTHER,,FLEET|MUD,
13025,MA,Fleet Electrification Assessment – National Grid,"National Grid offers advisory services to publicly owned fleets to
analyze fleet electrification opportunities. Eligible applicants must be
National Grid customers and include municipal, school bus, public
transit, and state and federal government fleets. For more information,
see the National Grid [Fleet Advisory Services
Program](https://fleetadvisoryma.nationalgrid.com/) website.
",,,FALSE,14,Utility/Private Incentives,,2022-08-13 01:20:02 UTC,,,,,ELEC|PHEV,OTHER,,AFP|GOV|TRANS,
13026,MI,Fleet Electrification Assessment – Consumers Energy,"Consumers Energy offers advisory services to fleets to analyze fleet
electrification opportunities. Eligible applicants must be Consumers
Energy customers and include any organization with light-, medium-, or
heavy-duty fleet vehicles. For more information, see the Consumers
Energy
[PowerMIFleet](https://www.consumersenergy.com/business/products-and-services/powermifleet#eligibility-requirements-section)
website.
",,,FALSE,35,Utility/Private Incentives,,2022-08-13 01:23:32 UTC,,,,,ELEC|PHEV,OTHER,,AFP|FLEET|GOV|TRANS,
13027,NY,Fleet Electrification Assessment – Central Hudson,"Central Hudson offers advisory services to fleets to analyze fleet
electrification opportunities. Eligible applicants must be Central
Hudson customers and include any commercial, utility, private, or
government entity with light-, medium-, or heavy-duty fleet vehicles.
For more information, see the Central Hudson [Fleet Assessment
Services](https://www.cenhud.com/en/my-energy/electric-vehicles/green-your-fleet/fleet-assessment-services/)
website.
",,,FALSE,25,Utility/Private Incentives,,2022-08-13 01:26:09 UTC,,,,,ELEC|PHEV,OTHER,,AFP|FLEET|GOV|TRANS,
13028,PA,Fleet Electrification Assessment – Duquesne Light Company (DLC),"DLC offers advisory services to fleets to analyze fleet electrification
opportunities. Eligible applicants must be DLC customers and include any
commercial, municipal, or non-profit organization with light-, medium-,
or heavy-duty fleet vehicles. For more information, see the DLC [Fleet
Electrification](https://www.duquesnelight.com/energy-money-savings/electric-vehicles/electricfleet)
website.
",,,FALSE,52,Utility/Private Incentives,,2022-08-13 01:39:09 UTC,,,,,ELEC|PHEV,OTHER,,AFP|FLEET|GOV|OTHER|TRANS,
13029,RI,Fleet Zero Emission Vehicle (ZEV) Rebates,"The Driving Rhode Island to Vehicle Electrification Fleet (DRIVE EV
Fleet) program offers rebates of up to \$2,500 for the purchase or lease
of a new ZEV and \$1,500 for the purchase or lease of a pre-owned ZEV.
New vehicles may not have a purchase price above \$60,000, and pre-owned
vehicles may not have a purchase price above \$40,000. All eligible
vehicles must be purchased on or after July 7, 2022. An additional
rebate of \$1,000 per vehicle is available for applicants located in
high-asthma communities. ZEVs include all-electric vehicles and hydrogen
fuel cell electric vehicles. Eligible applicants include small
businesses with less than 500 employees, non-profit organizations, state
and local government agencies, school districts, and public libraries.
Rebates are available on a first-come, first-served basis. Applicants
may receive a maximum of five rebates every two years. For more
information, including a list of high-asthma communities, see the [DRIVE
EV Fleet](https://drive.ri.gov/ev-programs/drive-fleet) website.
",,,FALSE,15,State Incentives,,2022-08-13 02:01:20 UTC,,,,,ELEC|HY,RBATE,,FLEET|GOV|OTHER|TRANS,
13030,VA,Vehicle Acquisition Total Cost of Ownership (TCO) Assessment Requirement,"The Virginia Department of General Services (DGS) must identify a
publicly available TCO calculator to assess and compare the total
lifetime cost of purchasing, owning or leasing, and operating light-duty
internal combustion engine (ICE) vehicles and EVs. The calculator must
consider vehicle make, model, age, annual mileage, lifespan,
depreciation, and capital, maintenance, repair, and infrastructure
costs. The TCO calculator must be updated on an annual basis to reflect
current prices and vehicle models. Beginning January 1, 2023, DGS and
all other state agencies must purchase or lease EVs instead of ICE
vehicles if the calculator indicates EVs have a lower TCO. Beginning
January 1, 2026, and triennially thereafter, DGS must report estimated
cost savings and emissions reductions as a result of purchasing EVs
instead of ICE vehicles. Emergency and law-enforcement vehicles are
exempt from this requirement.

(Reference [Virginia Code 2.2-1176.2](https://law.lis.virginia.gov/vacode/))",2022-05-27 00:00:00 UTC,,FALSE,110,Laws and Regulations,,2022-08-13 02:05:24 UTC,,,,,ELEC|PHEV,,REQ,GOV,https://lis.virginia.gov/000/sab.htm|https://law.lis.virginia.gov/vacode/
13031,LA,Electric Vehicle (EV) Task Force,"The Louisiana Senate Committee on Transportation, Highways, and Public
Works must convene an EV Task Force (Task Force) to study the economic
impact of EVs and recommend legislation to enhance the fiscal benefit of
EVs in Louisiana. In September 2022, the Task Force published a
[report](https://app.lla.state.la.us/publicreports.nsf/0/9bb512d80ca9db31862588b0007af368/$file/000ttfa.pdf?openelement&.7773098)
of their findings and recommendations.

(Reference [Senate Concurrent Resolution 46, 2022](https://legis.la.gov/legis/home.aspx))",2022-06-03 00:00:00 UTC,,FALSE,70,Laws and Regulations,,2022-08-13 18:24:58 UTC,2023-04-10 00:00:00 UTC,,,,ELEC|PHEV,,OTHER,GOV,https://legis.la.gov/legis/home.aspx
13032,CT,Electric Vehicle (EV) Charging Station Grants,"The Connecticut Department of Energy and Environmental Protection (DEEP)
allocates a portion of its designated funds from the [Volkswagen (VW)
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement)
for the deployment of public Level 1, Level 2, and direct current fast
charging (DCFC) stations through the Diesel Emissions Mitigation Program
(Program). The Program provides funding in the following amounts:

Applicant Type

Funding Amount

Municipalities, state agencies, and other public entities

Up to 65% of the cost to purchase, install, and maintain EV charging
stations for public, government fleet, or government employee use

Non-government entities

Up to 60% of the cost to purchase, install, and maintain publicly
available EV charging stations

Priority will be given to projects located in [environmental justice
communities](https://portal.ct.gov/DEEP/Environmental-Justice/Environmental-Justice-Communities).
For more information, including additional eligibility requirements, see
the DEEP [VW Grant
Information](https://portal.ct.gov/DEEP/Air/Mobile-Sources/VW/VW-Settlement---Grants)
website.
",,,FALSE,15,State Incentives,,2022-08-13 18:51:34 UTC,,,,,ELEC|PHEV,GNT,,STATION|FLEET|GOV|TRANS,
13034,US,Electric Vehicle (EV) Charging and Clean Transportation Grants,"The U.S. Department of Energy (DOE) provides grants for transportation
decarbonization research projects. Priority will be given to projects
that include:

-   Cost-effective deployment of EV charging for those without access to
    home charging;
-   Innovative solutions to improve mobility options for underserved
    communities;
-   Community engagement to accelerate clean transportation options in
    underserved communities;
-   Research and development to reduce EV battery size and cost,
    increase EV battery range, and decrease EV battery emissions;
-   Electrification of off-road and non-road vehicles, including
    agricultural, construction, rail, marine, and aviation;
-   Materials technologies to improve EV efficiency and affordability;
-   Use of the alternative fuels in commercial off-road vehicle
    technologies, including natural gas, hydrogen, and renewable
    propane;
-   Planning and development of medium- and heavy-duty EV charging and
    hydrogen fueling corridors and advanced engine and fuel technologies
    to improve fuel economy and reduce greenhouse gas emissions

Applicants must demonstrate how proposed projects will benefit
underserved communities that lack access to clean transportation
options.

(Reference [Public Law 109-58](https://www.congress.gov/public-laws/109th-congress) and [42 U.S. Code 16191](https://www.govinfo.gov/))",,,FALSE,,Incentives,U.S. Department of Energy,2022-08-16 12:48:40 UTC,,,,,ELEC|HY|NG|PHEV,GNT,,FLEET|GOV,https://www.congress.gov/public-laws/109th-congress|https://www.govinfo.gov/
13035,MI,Electrification Technology Grants,"The Office of Future Mobility and Electrification and the Michigan
Department of Transportation administer the Michigan Mobility Funding
Platform which provides grants to mobility and electrification companies
to deploy their technology in Michigan, including electric vehicles
(EVs) and EV charging stations. Eligible applicants must collaborate
with a Michigan-based partner, meet a local use case in Michigan, and
have matching funds available. For more information, including
application instructions, see the [Michigan Economic Development
Corporation Michigan Mobility Funding
Platform](https://www.michiganbusiness.org/mobility-funding/) website.
",,,FALSE,37,State Incentives,,2022-08-16 12:50:33 UTC,,,,,ELEC|HY|PHEV,GNT,,FLEET,
13037,WV,West Virginia's National Electric Vehicle Infrastructure (NEVI) Planning,"The U.S. Department of Transportation's (DOT) [NEVI Formula
Program](https://afdc.energy.gov/laws/12744) requires the West Virginia
Department of Transportation (WVDOT) to submit an annual EV
Infrastructure Deployment Plan (Plan) to the DOT and U.S. Department of
Energy (DOE) [Joint Office of Energy and
Transportation](https://driveelectric.gov) (Joint Office), describing
how the state intends to distribute NEVI funds. The submitted plans must
be established according to [NEVI
guidance](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/nominations/90d_nevi_formula_program_guidance.pdf).

For more information about West Virginia's NEVI planning process, see
the WVDOT
[NEVI](https://transportation.wv.gov/highways/programplanning/NEVI/Pages/default.aspx#:~:text=West%20Virginia%20intends%20to%20fully%20participate%20in%20the,network%20to%20facilitate%20data%20collection%2C%20access%2C%20and%20reliability.)
website. To review West Virginia's NEVI plan, see the Joint Office
[State Plans for EV Charging](https://driveelectric.gov/state-plans/)
website.
",,,FALSE,5,State Incentives,,2022-09-27 19:51:47 UTC,,,,,ELEC|PHEV,GNT,,GOV,
13038,US,Pre-Owned Electric Vehicle (EV) and Fuel Cell Electric Vehicle (FCEV) Tax Credit,"Beginning January 1, 2023, the Clean Vehicle Credit provides a tax
credit of up to \$4,000 for the purchase of a pre-owned EV or FCEV.
Eligible vehicles must be of a model year at least two years prior to
the year of purchase and may not have a purchase price above \$25,000.
Individuals with a gross annual income below the following thresholds
are eligible for the tax credit:

-   \$150,000 for joint filers

-   \$112,500 for head-of-household filers

-   \$75,000 for single filers

Only one tax credit may be claimed per vehicle. Individuals may not
claim more than one pre-owned vehicle tax credit in a three-year period.

(Reference [Public Law
117-169](https://www.congress.gov/public-laws/117th-congress))
",2022-08-16 00:00:00 UTC,,FALSE,,Incentives,U.S. Internal Revenue Service,2022-09-07 13:11:45 UTC,,,,,ELEC|HY|PHEV,TAX,,IND,https://www.congress.gov/public-laws/117th-congress
13039,US,Commercial Electric Vehicle (EV) and Fuel Cell Electric Vehicle (FCEV) Tax Credit,"Beginning January 1, 2023, a tax credit will be available to businesses
for the purchase of new EVs and FCEVs. Vehicles with a gross vehicle
weight rating (GVWR) below 14,000 pounds (lbs.) must have a battery
capacity of at least seven kilowatt-hours (kWh) and vehicles with a GVWR
above 14,000 lbs. must have a battery capacity of at least 15 kWh. The
tax credit amount is equal to the lesser of the following amounts:

-   15% of the vehicle purchase price for plug-in hybrid electric
    vehicles
-   30% of the vehicle purchase price for EVs and FCEVs
-   The incremental cost of the vehicle compared to an equivalent
    internal combustion engine vehicle

Maximum tax credits may not exceed \$7,500 for vehicles under 14,000
lbs. and \$40,000 for vehicles above 14,000 lbs. Businesses may not
combine this tax credit with the [Clean Vehicle Tax
Credit](https://afdc.energy.gov/laws/409).

See the [IRS Commercial Clean Vehicle
Credit](https://www.irs.gov/credits-deductions/commercial-clean-vehicle-credit)
for more details.

(Reference [Public Law
117-169](https://www.congress.gov/public-laws/117th-congress))
",2022-08-16 00:00:00 UTC,,FALSE,,Incentives,U.S. Internal Revenue Service,2022-09-07 14:45:38 UTC,2033-01-01 00:00:00 UTC,,,,ELEC|HY|PHEV,TAX,,FLEET,https://www.congress.gov/public-laws/117th-congress
13040,VT,Multi-Unit Dwelling (MUD) Electric Vehicle (EV) Charging Station Grant,"The Vermont Department of Housing and Community Development (DHCD)
offers grants of up to \$100,000 for the installation of EV charging
stations at MUDs. Eligible applicants include governments, businesses,
non-profits, homeowner associations, electric utilities, and EV charging
equipment providers. Funding may be used for planning, permitting,
purchase, installation, and other onetime costs associated with
installing EV charging stations. Additional terms and conditions apply.
For more information, see the DHCD [MUD EV Charging
Grant](https://www.vermontevchargers.com/multiunit-incentives/) website.
",,,FALSE,6,State Incentives,,2022-09-09 22:18:07 UTC,,,,,ELEC|PHEV,GNT,,STATION|AFP|FLEET|GOV|MUD|OTHER,
13041,VT,Pre-Owned Electric Vehicle (EV) Incentives – Burlington Electric Department (BED),"BED offers customers low- or no-interest loans for the purchase of a
pre-owned EV. Eligible customers may also apply for a rebate of \$1,300
rebate for the purchase of a pre-owned EV or plug-in hybrid electric
vehicle (PHEV), with an additional \$200 available for moderate income
customers. Eligible vehicles must have a manufacturer's suggested retail
price less than or equal to \$60,000. Additional terms and conditions
apply. For more information, including income eligibility, see the BED
[EVs](https://www.burlingtonelectric.com/ev#financing) website.
",,,FALSE,19,Utility/Private Incentives,,2022-09-09 22:22:35 UTC,,,,,ELEC|PHEV,RBATE,,IND,
13043,OK,Regional Electric Vehicle (EV) and Autonomous Vehicle (AV) Support,"Oklahoma joined Arkansas (Signatory States) in signing a memorandum of
understanding (MOU) to support advanced mobility solutions, including
EVs, AVs, and battery manufacturing. Signatory States are committed to:

-   Establishing a launch pad for research and commercialization of EVs,
    AVs, and battery manufacturing;
-   Collaborating with industry leaders and fueling stations;
-   Supporting workforce development opportunities; and,
-   Coordinating EV, AV, and battery manufacturing economic development
    efforts across the region.

For more information, see the Oklahoma Governor's Office [press
release](https://oklahoma.gov/ocast/about-ocast/news/governors-stitt--hutchinson-partner-to-create-super-region-for-a.html).
",2022-08-18 00:00:00 UTC,,FALSE,20,Laws and Regulations,,2022-09-13 17:13:04 UTC,,,,,AUTONOMOUS|ELEC|OTHER,,OTHER,GOV,
13045,AR,Regional Electric Vehicle (EV) and Automated Vehicle (AV) Support,"Arkansas joined Oklahoma (Signatory States) in signing a memorandum of
understanding (MOU) to support advanced mobility solutions, including
EVs, AVs, and battery manufacturing. Signatory States are committed to:

-   Establishing a launch pad for research and commercialization of EVs,
    AVs, and battery manufacturing;
-   Collaborating with industry leaders and fueling stations;
-   Supporting workforce development opportunities; and,
-   Coordinating EV, AV, and battery manufacturing economic development
    efforts across the region.

For more information, see the Arkansas Governor's Office [press
release](https://directory.arkansas.gov/agency/governors-office/news/governor-hutchinsons-weekly-address-governors-working-together/).
",2022-08-18 00:00:00 UTC,,FALSE,15,Laws and Regulations,,2022-09-13 17:24:15 UTC,,,,,AUTONOMOUS|ELEC|PHEV,,OTHER,GOV,
13047,MN,Electric Vehicle (EV) Charging Station Rebate - Great River Energy,"Great River Energy provides rebates for the purchase or lease of Level 2
EV charging stations. Rebates are available for public, workplace,
multifamily, and fleet charging stations. Leased charging stations must
have a minimum lease term of 5 years. For more information, see the
Great River Energy [EV
Charging](https://econdev.greatriverenergy.com/assistance-programs/p/item/2407/electric-vehicle-charging)
website.
",,,FALSE,39,Utility/Private Incentives,,2022-09-13 19:24:20 UTC,,,,,ELEC|PHEV,RBATE,,STATION|FLEET|MUD|OTHER,
13050,NJ,Commercial Electric Vehicle (EV) Charging Station Rebates - Jersey Central Power & Light,"Jersey Central Power & Light (JCP&L) offers rebates to commercial
customers for the installation of publicly accessible, make-ready Level
2 and direct current fast charging (DCFC) stations. Rebates are
available in the following amounts:

  Location      Charger Level   Maximum Rebate Amount per Port
  ------------- --------------- ---------------------------------------
  Multifamily   Level 2         \$6,700
  Workplace     Level 2         \$5,000
  Public        Level 2         \$6,700; up to 50% of eligible costs
  Public        DCFC            \$25,000; up to 50% of eligible costs

Eligible applicants must install a minimum of two charging ports and may
receive a maximum of 10 rebates per location. Multifamily customers in
[overburdened communities](https://www.nj.gov/dep/ej/communities.html)
are eligible for an increased rebate of up to \$8,375 per port.
Commercial customers may also receive bill credits for charging during
off-peak hours. Additional terms and conditions apply. For more
information, including eligibility requirements, see the JCP&L [EV
Driven
Program](https://www.firstenergycorp.com/help/saving_energy/electric-vehicles/nj-ev/new-jersey-ev/jcpl-ev-driven-program.html)
website.
",,,FALSE,20,Utility/Private Incentives,,2022-09-13 22:22:59 UTC,,,,,ELEC|PHEV,RBATE,,STATION|FLEET|MUD|OTHER,
13051,NJ,Residential Electric Vehicle (EV) Charging Station Rebates - Jersey Central Power & Light,"Jersey Central Power & Light (JCP&L) offers rebates of up to \$5,500 to
residential customers for the installation of make-ready Level 2 EV
charging stations. Residential customers may also receive bill credits
for charging during off-peak hours. For more information, including
eligibility requirements, see the JCP&L [EV Driven
Program](https://www.firstenergycorp.com/help/saving_energy/electric-vehicles/nj-ev/new-jersey-ev/jcpl-ev-driven-program.html)
website.
",,,FALSE,23,Utility/Private Incentives,,2022-09-13 22:25:19 UTC,,,,,ELEC|PHEV,RBATE,,STATION|IND,
13055,MI,Lake Michigan Electric Vehicle (EV) Circuit,"Michigan joined Indiana, Illinois, and Wisconsin (Signatory States) in
signing the Lake Michigan EV Circuit Tour memorandum of understanding
(MOU) to create an EV charging corridor along the Lake Michigan
coastline that is intended to make it possible to seamlessly drive an EV
across the Signatory States' that border Lake Michigan. Signatory States
are committed to:

-   Coordinating on regional EV charging infrastructure siting and
    deployment strategies;
-   Achieving a consistent EV charging station user experience across
    Signatory States;
-   Encouraging EV tourism around Lake Michigan;
-   Removing barriers to EV adoption and reducing range anxiety;
-   Identifying and developing best practices for EV charging,
    infrastructure optimization, information sharing, and electricity
    demand management;
-   Providing reliable long-distance driving routes for EV drivers.

The Signatory States will maintain a working group composed of senior
leadership from each state who will meet and report on the above
actions. For more information, see the
[MOU](https://www.michigan.gov/leo/-/media/Project/Websites/leo/Lake_MI_Circuit_MOUdocx1.pdf).
",2022-08-03 00:00:00 UTC,,FALSE,85,Laws and Regulations,,2022-09-14 13:05:13 UTC,,,,,ELEC|PHEV,,OTHER,GOV,
13056,IN,Lake Michigan Electric Vehicle (EV) Circuit,"Indiana joined Michigan, Illinois, and Wisconsin (Signatory States) in
signing the Lake Michigan EV Circuit Tour memorandum of understanding
(MOU) to create an EV charging corridor along the Lake Michigan
coastline that is intended to make it possible to seamlessly drive an EV
across the Signatory States' that border Lake Michigan. Signatory States
are committed to:

-   Coordinating on regional EV charging infrastructure siting and
    deployment strategies;
-   Achieving a consistent EV charging station user experience across
    Signatory States;
-   Encouraging EV tourism around Lake Michigan;
-   Removing barriers to EV adoption and reducing range anxiety;
-   Identifying and developing best practices for EV charging,
    infrastructure optimization, information sharing, and electricity
    demand management;
-   Providing reliable long-distance driving routes for EV drivers.

The Signatory States will maintain a working group composed of senior
leadership from each state who will meet and report on the above
actions. For more information, see the
[MOU](https://www.michigan.gov/leo/-/media/Project/Websites/leo/Lake_MI_Circuit_MOUdocx1.pdf).
",2022-08-03 00:00:00 UTC,,FALSE,65,Laws and Regulations,,2022-09-14 13:06:33 UTC,,,,,ELEC|PHEV,,OTHER,GOV,
13057,IL,Lake Michigan Electric Vehicle (EV) Circuit,"Illinois joined Michigan, Indiana, and Wisconsin (Signatory States) in
signing the Lake Michigan EV Circuit Tour memorandum of understanding
(MOU) to create an EV charging corridor along the Lake Michigan
coastline that is intended to make it possible to seamlessly drive an EV
across the Signatory States' that border Lake Michigan. Signatory States
are committed to:

-   Coordinating on regional EV charging infrastructure siting and
    deployment strategies;
-   Achieving a consistent EV charging station user experience across
    Signatory States;
-   Encouraging EV tourism around Lake Michigan;
-   Removing barriers to EV adoption and reducing range anxiety;
-   Identifying and developing best practices for EV charging,
    infrastructure optimization, information sharing, and electricity
    demand management;
-   Providing reliable long-distance driving routes for EV drivers.

The Signatory States will maintain a working group composed of senior
leadership from each state who will meet and report on the above
actions. For more information, see the
[MOU](https://www.michigan.gov/leo/-/media/Project/Websites/leo/Lake_MI_Circuit_MOUdocx1.pdf).
",2022-08-03 00:00:00 UTC,,FALSE,60,Laws and Regulations,,2022-09-14 13:31:24 UTC,,,,,ELEC|PHEV,,OTHER,GOV,
13058,WI,Lake Michigan Electric Vehicle (EV) Circuit,"Wisconsin joined Michigan, Indiana, and Illinois (Signatory States) in
signing the Lake Michigan EV Circuit Tour memorandum of understanding
(MOU) to create an EV charging corridor along the Lake Michigan
coastline that is intended to make it possible to seamlessly drive an EV
across the Signatory States' that border Lake Michigan. Signatory States
are committed to:

-   Coordinating on regional EV charging infrastructure siting and
    deployment strategies;
-   Achieving a consistent EV charging station user experience across
    Signatory States;
-   Encouraging EV tourism around Lake Michigan;
-   Removing barriers to EV adoption and reducing range anxiety;
-   Identifying and developing best practices for EV charging,
    infrastructure optimization, information sharing, and electricity
    demand management;
-   Providing reliable long-distance driving routes for EV drivers.

The Signatory States will maintain a working group composed of senior
leadership from each state who will meet and report on the above
actions. For more information, see the
[MOU](https://www.michigan.gov/leo/-/media/Project/Websites/leo/Lake_MI_Circuit_MOUdocx1.pdf).
",2022-08-03 00:00:00 UTC,,FALSE,100,Laws and Regulations,,2022-09-14 13:33:14 UTC,,,,,ELEC|PHEV,,OTHER,GOV,
13059,LA,Electric Vehicle (EV) Fee,"In addition to standard vehicle registration fees, EV owners must pay an
annual fee of \$100 and plug-in hybrid electric vehicle owners must pay
an annual fee of \$60.

(Reference [Louisiana Revised Statutes 32:461](https://legis.la.gov/legis/home.aspx) and [House Bill 1031, 2022](https://legis.la.gov/legis/home.aspx))",2022-06-17 00:00:00 UTC,,FALSE,52,Laws and Regulations,,2022-09-14 15:23:25 UTC,,,,,ELEC|PHEV,,EVFEE|FUEL,FLEET|IND,https://legis.la.gov/legis/home.aspx|https://legis.la.gov/legis/home.aspx
13060,NV,Nevada's National Electric Vehicle Infrastructure (NEVI) Planning,"The U.S. Department of Transportation's (DOT) [NEVI Formula
Program](https://afdc.energy.gov/laws/12744) requires the Nevada
Department of Transportation (NDOT) to submit an annual EV
Infrastructure Deployment Plan (Plan) to the DOT and U.S. Department of
Energy (DOE) [Joint Office of Energy and
Transportation](https://driveelectric.gov) (Joint Office) describing how
the state intends to distribute NEVI funds. The submitted plans must be
established according to [NEVI
guidance](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/nominations/90d_nevi_formula_program_guidance.pdf).

For more information about Nevada's NEVI planning process, see the NDOT
[Alternative Fueling Infrastructure
Plan](https://www.dot.nv.gov/mobility/alternative-fueling-infrastructure-plan#:~:text=As%20a%20result%20of%20the%20Infrastructure%20Investment%20and,Alternative%20Fuel%20Corridors%20%28AFC%29%20for%20publicly-accessible%20EV%20charging.)
website. To review Nevada's NEVI plan, see the Joint Office [State Plans
for EV Charging](https://driveelectric.gov/state-plans/) website.
",,,FALSE,10,State Incentives,,2022-09-14 20:48:57 UTC,,,,,ELEC|PHEV,GNT,,GOV,
13061,HI,Hawaii's National Electric Vehicle Infrastructure (NEVI) Planning,"The U.S. Department of Transportation's (DOT) [NEVI Formula
Program](https://afdc.energy.gov/laws/12744) requires the Hawaii
Department of Transportation (HDOT) to submit an annual EV
Infrastructure Deployment Plan (Plan) to the DOT and U.S. Department of
Energy (DOE) [Joint Office of Energy and
Transportation](https://driveelectric.gov) (Joint Office), describing
how the state intends to distribute NEVI funds. The submitted plans must
be established according to [NEVI
guidance](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/nominations/90d_nevi_formula_program_guidance.pdf).

For more information about Hawaii's NEVI planning process, see the HDOT
[NEVI State
Plan](https://hidot.hawaii.gov/highways/hawaii-nevi-state-plan/#:~:text=The%20%245%20billion%20NEVI%20Formula%20Program%20will%20provide,to%20approval%29%20is%20available%20here.%20Federal%20program%20goals)
website. To review Hawaii's NEVI plan, see the Joint Office [State Plans
for EV Charging](https://driveelectric.gov/state-plans/) website.

(Reference [Hawaii Revised Statutes 196-62.5 and 196-65](https://www.capitol.hawaii.gov/))",,,FALSE,5,State Incentives,,2022-09-27 19:45:14 UTC,,,,,ELEC|PHEV,GNT,,GOV,https://www.capitol.hawaii.gov/
13062,ME,Maine's National Electric Vehicle Infrastructure (NEVI) Planning,"The U.S. Department of Transportation's (DOT) [NEVI Formula
Program](https://afdc.energy.gov/laws/12744) requires the Maine
Department of Transportation to submit an annual EV Infrastructure
Deployment Plan (Plan) to the DOT and U.S. Department of Energy (DOE)
[Joint Office of Energy and Transportation](https://driveelectric.gov)
(Joint Office), describing how the state intends to distribute NEVI
funds. The submitted plans must be established according to [NEVI
guidance](https://www.fhwa.dot.gov/environment/alternative_fuel_corridors/nominations/90d_nevi_formula_program_guidance.pdf).

To review Maine's NEVI plan, see the Joint Office [State Plans for EV
Charging](https://driveelectric.gov/state-plans/) website.
",,,FALSE,2,State Incentives,,2022-09-27 19:47:41 UTC,,,,,ELEC|PHEV,GNT,,GOV,
13063,US,Heavy-Duty Zero Emission Vehicle (ZEV) and Infrastructure Grants,"By February 12, 2023, the U.S. Environmental Protection Agency must
create a grant program for heavy-duty ZEVs and associated
infrastructure. Grant award amounts vary and may cover up to 100% of
total project costs. Eligible project costs include:

-   The incremental cost of a Class 6 or 7 electric vehicle;
-   Capital, installation, operation, and maintenance costs of ZEV
    charging or refueling infrastructure;
-   Workforce development and training programs to support the
    maintenance, charging, fueling, and operation of ZEVs; and,
-   Planning and technical activities that support the adoption and
    deployment of ZEVs.

Eligible applicants include state governments, municipalities, tribal
governments, and non-profit school transportation associations.
Additional funding is available for projects located in [nonattainment
communities](https://www3.epa.gov/airquality/greenbook/ancl.html). For
more information, see the EPA [Clean Heavy-Duty Vehicle
Program](https://www.epa.gov/inflation-reduction-act/clean-heavy-duty-vehicle-program)
website.

(Reference [Public Law 117-169](https://www.congress.gov/public-laws/117th-congress))",2022-08-16 00:00:00 UTC,,FALSE,23,Incentives,U.S. Environmental Protection Agency,2022-09-19 20:11:48 UTC,,2031-09-30 00:00:00 UTC,,,ELEC|PHEV,GNT,,GOV|TRANS|TRIBAL,https://www.congress.gov/public-laws/117th-congress
13064,VA,Mid-Atlantic Region Electric Vehicle (EV) Support,"Virginia joined Maryland, West Virginia, and the District of Columbia
(Participating States) in creating the Mid-Atlantic Electrification
Partnership (MAEP) to support the deployment of EVs and EV charging
stations throughout the region. Participating States commit to creating
a regional network of EV charging stations that will make it possible to
seamlessly operate light-, medium-, and heavy-duty EVs across
transportation corridors and in low-income communities. For more
information, see the
[MAEP](https://vacleancities.org/mid-atlantic-electrification-partnership/)
website.
",,,FALSE,115,Laws and Regulations,,2022-09-21 20:28:50 UTC,,,,,ELEC|PHEV,,OTHER,GOV|OTHER,
13065,MD,Mid-Atlantic Region Electric Vehicle (EV) Support,"Maryland joined Virginia, West Virginia, and the District of Columbia
(Participating States) in creating the Mid-Atlantic Electrification
Partnership (MAEP) to support the deployment of EVs and EV charging
stations throughout the region. Participating States commit to creating
a regional network of EV charging stations that will make it possible to
seamlessly operate light-, medium-, and heavy-duty EVs across
transportation corridors and in low-income communities. For more
information, see the
[MAEP](https://vacleancities.org/mid-atlantic-electrification-partnership/)
website.
",,,FALSE,130,Laws and Regulations,,2022-09-21 20:30:26 UTC,,,,,ELEC|PHEV,,OTHER,GOV|OTHER,
